datetime,count
2011-01-01 00:00:00,47.23959936631995
2011-01-01 01:00:00,50.1765056887557
2011-01-01 02:00:00,38.46546975246975
2011-01-01 03:00:00,22.270553668553674
2011-01-01 04:00:00,4.243064716716032
2011-01-01 05:00:00,2.999242063492064
2011-01-01 06:00:00,3.366870490620491
2011-01-01 07:00:00,12.654619463869464
2011-01-01 08:00:00,36.16512179487177
2011-01-01 09:00:00,62.620880152527214
2011-01-01 10:00:00,112.96792229747378
2011-01-01 11:00:00,147.98340155750685
2011-01-01 12:00:00,188.87781486079285
2011-01-01 13:00:00,91.04066666666665
2011-01-01 14:00:00,119.9195634920635
2011-01-01 15:00:00,129.60259523809523
2011-01-01 16:00:00,206.99919444444447
2011-01-01 17:00:00,160.25401190476188
2011-01-01 18:00:00,70.94083333333334
2011-01-01 19:00:00,71.07557142857144
2011-01-01 20:00:00,54.8099880952381
2011-01-01 21:00:00,53.623035714285706
2011-01-01 22:00:00,25.541047619047628
2011-01-01 23:00:00,30.300840909090912
2011-01-02 00:00:00,25.526285714285713
2011-01-02 01:00:00,23.810738095238097
2011-01-02 02:00:00,21.28719444444445
2011-01-02 03:00:00,14.058852813852814
2011-01-02 04:00:00,4.618154761904761
2011-01-02 06:00:00,2.9079166666666665
2011-01-02 07:00:00,9.287825396825397
2011-01-02 08:00:00,14.265520979020978
2011-01-02 09:00:00,37.7000811459782
2011-01-02 10:00:00,65.46780952380954
2011-01-02 11:00:00,70.961
2011-01-02 12:00:00,101.28
2011-01-02 13:00:00,91.04066666666665
2011-01-02 14:00:00,61.03
2011-01-02 15:00:00,69.32
2011-01-02 16:00:00,90.13553571428572
2011-01-02 17:00:00,115.19521897546895
2011-01-02 18:00:00,72.86766666666665
2011-01-02 19:00:00,89.62761419136417
2011-01-02 20:00:00,82.09295709845713
2011-01-02 21:00:00,59.2816755394364
2011-01-02 22:00:00,51.95109476634477
2011-01-02 23:00:00,41.06081894494393
2011-01-03 00:00:00,11.66026898479917
2011-01-03 01:00:00,4.203714349523039
2011-01-03 04:00:00,2.782366031027796
2011-01-03 05:00:00,9.284227242528713
2011-01-03 06:00:00,41.418585658622426
2011-01-03 07:00:00,113.32321752370433
2011-01-03 08:00:00,285.3249124704415
2011-01-03 09:00:00,146.40097587319806
2011-01-03 10:00:00,71.44440896140958
2011-01-03 11:00:00,73.0426118997102
2011-01-03 12:00:00,96.35729617522999
2011-01-03 13:00:00,106.65802494508415
2011-01-03 14:00:00,92.71212475072227
2011-01-03 15:00:00,99.27723177479857
2011-01-03 16:00:00,143.30836365882996
2011-01-03 17:00:00,253.9947599733856
2011-01-03 18:00:00,237.61826831470947
2011-01-03 19:00:00,153.99130677337797
2011-01-03 20:00:00,100.06968997797681
2011-01-03 21:00:00,78.70539475484098
2011-01-03 22:00:00,60.632558785126136
2011-01-03 23:00:00,37.30428887989377
2011-01-04 00:00:00,11.66026898479917
2011-01-04 01:00:00,4.203714349523039
2011-01-04 02:00:00,3.578766974638559
2011-01-04 04:00:00,2.782366031027796
2011-01-04 05:00:00,9.284227242528713
2011-01-04 06:00:00,41.418585658622426
2011-01-04 07:00:00,113.32321752370433
2011-01-04 08:00:00,285.3249124704415
2011-01-04 09:00:00,146.40097587319806
2011-01-04 10:00:00,60.80614380554085
2011-01-04 11:00:00,73.0426118997102
2011-01-04 12:00:00,96.35729617522999
2011-01-04 13:00:00,106.65802494508415
2011-01-04 14:00:00,92.71212475072227
2011-01-04 15:00:00,99.27723177479857
2011-01-04 16:00:00,143.30836365882996
2011-01-04 17:00:00,253.9947599733856
2011-01-04 18:00:00,237.61826831470947
2011-01-04 19:00:00,153.99130677337797
2011-01-04 20:00:00,100.06968997797681
2011-01-04 21:00:00,78.70539475484098
2011-01-04 22:00:00,60.632558785126136
2011-01-04 23:00:00,37.30428887989377
2011-01-05 00:00:00,11.66026898479917
2011-01-05 01:00:00,4.203714349523039
2011-01-05 02:00:00,3.578766974638559
2011-01-05 04:00:00,2.782366031027796
2011-01-05 05:00:00,9.284227242528713
2011-01-05 06:00:00,41.418585658622426
2011-01-05 07:00:00,113.32321752370433
2011-01-05 08:00:00,285.3249124704415
2011-01-05 09:00:00,146.40097587319806
2011-01-05 10:00:00,71.44440896140958
